id,platform,lang,kind,town,service,caption,chars,link,media_required,media_kind,media_brief,media_url,video_script,status,scheduled_for
"local-cheap-auto-insurance-perth-amboy-es-instagram","instagram","es","local","perth-amboy","cheap-auto-insurance","Perth Amboy, NJ: esto es lo que casi nadie te explica sobre seguro de auto barato.

En Perth Amboy la inundación de calles en marejada es normal, y el daño por agua a un carro se cubre bajo comprehensive, no bajo liability ni colisión.

¿Dudas? Escríbenos por WhatsApp y te conectamos con un agente con licencia.

https://example-placeholder.com/es/seguro-de-auto-barato-en-perth-amboy

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","565","https://example-placeholder.com/es/seguro-de-auto-barato-en-perth-amboy","true","image","Foto o gráfico con el nombre ""Perth Amboy, NJ"" y el texto ""Seguro de Auto Barato"". Mostrar gente real de oficio, no stock corporativo.","","","draft",""
"local-cheap-auto-insurance-perth-amboy-es-tiktok","tiktok","es","local","perth-amboy","cheap-auto-insurance","Perth Amboy, NJ: esto es lo que casi nadie te explica sobre seguro de auto barato.

En Perth Amboy la inundación de calles en marejada es normal, y el daño por agua a un carro se cubre bajo comprehensive, no bajo liability ni colisión.

¿Dudas? Escríbenos por WhatsApp y te conectamos con un agente con licencia.

https://example-placeholder.com/es/seguro-de-auto-barato-en-perth-amboy

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","565","https://example-placeholder.com/es/seguro-de-auto-barato-en-perth-amboy","true","video","Foto o gráfico con el nombre ""Perth Amboy, NJ"" y el texto ""Seguro de Auto Barato"". Mostrar gente real de oficio, no stock corporativo.","","GANCHO (0-3s): ""En Perth Amboy la inundación de calles en marejada es normal, y el daño por agua a un carro se cubre bajo comprehensive, no bajo liability ni colisión.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"local-cheap-auto-insurance-perth-amboy-en-facebook","facebook","en","local","perth-amboy","cheap-auto-insurance","The question we get most in Perth Amboy about cheap auto insurance:

Street flooding during storm surge is normal in Perth Amboy, and flood damage to a car falls under comprehensive, not liability or collision.

Questions? Message us and we connect you with a licensed agent.

https://example-placeholder.com/en/cheap-auto-insurance-perth-amboy

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","495","https://example-placeholder.com/en/cheap-auto-insurance-perth-amboy","false","","","","","draft",""
"local-cheap-auto-insurance-perth-amboy-en-instagram","instagram","en","local","perth-amboy","cheap-auto-insurance","The question we get most in Perth Amboy about cheap auto insurance:

Street flooding during storm surge is normal in Perth Amboy, and flood damage to a car falls under comprehensive, not liability or collision.

Questions? Message us and we connect you with a licensed agent.

https://example-placeholder.com/en/cheap-auto-insurance-perth-amboy

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","495","https://example-placeholder.com/en/cheap-auto-insurance-perth-amboy","true","image","Photo or graphic reading ""Perth Amboy, NJ"" with ""Cheap Auto Insurance"". Real trade workers, not corporate stock.","","","draft",""
"local-cheap-auto-insurance-perth-amboy-en-tiktok","tiktok","en","local","perth-amboy","cheap-auto-insurance","The question we get most in Perth Amboy about cheap auto insurance:

Street flooding during storm surge is normal in Perth Amboy, and flood damage to a car falls under comprehensive, not liability or collision.

Questions? Message us and we connect you with a licensed agent.

https://example-placeholder.com/en/cheap-auto-insurance-perth-amboy

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","495","https://example-placeholder.com/en/cheap-auto-insurance-perth-amboy","true","video","Photo or graphic reading ""Perth Amboy, NJ"" with ""Cheap Auto Insurance"". Real trade workers, not corporate stock.","","HOOK (0-3s): ""Street flooding during storm surge is normal in Perth Amboy, and flood damage to a car falls under comprehensive, not liability or collision.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"local-renters-insurance-perth-amboy-es-facebook","facebook","es","local","perth-amboy","renters-insurance","Lo que más nos preguntan en Perth Amboy sobre seguro de inquilinos:

Importante y poco sabido: el seguro de inquilino estándar no cubre inundación.

Lo explicamos completo aquí, en español, sin costo:

https://example-placeholder.com/es/seguro-de-inquilinos-en-perth-amboy

#SeguroDeInquilinos #Renta #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","441","https://example-placeholder.com/es/seguro-de-inquilinos-en-perth-amboy","false","","","","","draft",""
"local-renters-insurance-perth-amboy-es-instagram","instagram","es","local","perth-amboy","renters-insurance","Lo que más nos preguntan en Perth Amboy sobre seguro de inquilinos:

Importante y poco sabido: el seguro de inquilino estándar no cubre inundación.

Lo explicamos completo aquí, en español, sin costo:

https://example-placeholder.com/es/seguro-de-inquilinos-en-perth-amboy

#SeguroDeInquilinos #Renta #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","441","https://example-placeholder.com/es/seguro-de-inquilinos-en-perth-amboy","true","image","Foto o gráfico con el nombre ""Perth Amboy, NJ"" y el texto ""Seguro de Inquilinos"". Mostrar gente real de oficio, no stock corporativo.","","","draft",""
"local-renters-insurance-perth-amboy-es-tiktok","tiktok","es","local","perth-amboy","renters-insurance","Lo que más nos preguntan en Perth Amboy sobre seguro de inquilinos:

Importante y poco sabido: el seguro de inquilino estándar no cubre inundación.

Lo explicamos completo aquí, en español, sin costo:

https://example-placeholder.com/es/seguro-de-inquilinos-en-perth-amboy

#SeguroDeInquilinos #Renta #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","441","https://example-placeholder.com/es/seguro-de-inquilinos-en-perth-amboy","true","video","Foto o gráfico con el nombre ""Perth Amboy, NJ"" y el texto ""Seguro de Inquilinos"". Mostrar gente real de oficio, no stock corporativo.","","GANCHO (0-3s): ""Importante y poco sabido: el seguro de inquilino estándar no cubre inundación.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"local-renters-insurance-perth-amboy-en-facebook","facebook","en","local","perth-amboy","renters-insurance","If you live or work in Perth Amboy, this one's for you.

Important and widely misunderstood: standard renters insurance does not cover flood.

Questions? Message us and we connect you with a licensed agent.

https://example-placeholder.com/en/renters-insurance-perth-amboy

#RentersInsurance #Tenants #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","421","https://example-placeholder.com/en/renters-insurance-perth-amboy","false","","","","","draft",""
"local-renters-insurance-perth-amboy-en-instagram","instagram","en","local","perth-amboy","renters-insurance","If you live or work in Perth Amboy, this one's for you.

Important and widely misunderstood: standard renters insurance does not cover flood.

Questions? Message us and we connect you with a licensed agent.

https://example-placeholder.com/en/renters-insurance-perth-amboy

#RentersInsurance #Tenants #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","421","https://example-placeholder.com/en/renters-insurance-perth-amboy","true","image","Photo or graphic reading ""Perth Amboy, NJ"" with ""Renters Insurance"". Real trade workers, not corporate stock.","","","draft",""
"local-renters-insurance-perth-amboy-en-tiktok","tiktok","en","local","perth-amboy","renters-insurance","If you live or work in Perth Amboy, this one's for you.

Important and widely misunderstood: standard renters insurance does not cover flood.

Questions? Message us and we connect you with a licensed agent.

https://example-placeholder.com/en/renters-insurance-perth-amboy

#RentersInsurance #Tenants #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","421","https://example-placeholder.com/en/renters-insurance-perth-amboy","true","video","Photo or graphic reading ""Perth Amboy, NJ"" with ""Renters Insurance"". Real trade workers, not corporate stock.","","HOOK (0-3s): ""Important and widely misunderstood: standard renters insurance does not cover flood.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"local-workers-comp-perth-amboy-es-facebook","facebook","es","local","perth-amboy","workers-comp","Si trabajas o vives en Perth Amboy, esto te toca.

Perth Amboy mezcla construcción, marina y manufactura ligera.

¿Dudas? Escríbenos por WhatsApp y te conectamos con un agente con licencia.

https://example-placeholder.com/es/compensacion-laboral-en-perth-amboy

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","447","https://example-placeholder.com/es/compensacion-laboral-en-perth-amboy","false","","","","","draft",""
"local-workers-comp-perth-amboy-es-instagram","instagram","es","local","perth-amboy","workers-comp","Si trabajas o vives en Perth Amboy, esto te toca.

Perth Amboy mezcla construcción, marina y manufactura ligera.

¿Dudas? Escríbenos por WhatsApp y te conectamos con un agente con licencia.

https://example-placeholder.com/es/compensacion-laboral-en-perth-amboy

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","447","https://example-placeholder.com/es/compensacion-laboral-en-perth-amboy","true","image","Foto o gráfico con el nombre ""Perth Amboy, NJ"" y el texto ""Compensación Laboral"". Mostrar gente real de oficio, no stock corporativo.","","","draft",""
